37	Q0	565526	1
38	Q0	704930	1
38	Q0	1045383	1
38	Q0	101512	1
38	Q0	702314	1
38	Q0	362965	1
38	Q0	565526	1
39	Q0	191473	1
39	Q0	208300	1
39	Q0	25644	1
40	Q0	805736	1
40	Q0	1089322	1
40	Q0	197421	1
40	Q0	1077109	1
40	Q0	1077110	1
41	Q0	805736	1
41	Q0	1089322	1
41	Q0	190669	1
41	Q0	185006	1
41	Q0	1077109	1
41	Q0	1077110	1
42	Q0	203855	1
43	Q0	546350	1
43	Q0	203855	1
44	Q0	1150544	1
44	Q0	197421	1
44	Q0	777102	1
45	Q0	1062038	1
46	Q0	290341	1
46	Q0	570378	1
46	Q0	1064212	1
46	Q0	545209	1
46	Q0	578458	1
46	Q0	263548	1
47	Q0	827298	1
47	Q0	290341	1
47	Q0	562155	1
47	Q0	545209	1
47	Q0	578458	1
47	Q0	263548	1
48	Q0	545209	1
48	Q0	283458	1
48	Q0	263548	1
49	Q0	197186	1
49	Q0	793764	1
50	Q0	827194	1
50	Q0	197186	1
50	Q0	1095926	1
51	Q0	827298	1
51	Q0	290341	1
51	Q0	545209	1
51	Q0	578458	1
51	Q0	263548	1
52	Q0	290341	1
52	Q0	578764	1
52	Q0	1069073	1
52	Q0	1095926	1
52	Q0	545209	1
52	Q0	263548	1
53	Q0	290341	1
53	Q0	570378	1
53	Q0	545209	1
53	Q0	578458	1
53	Q0	263548	1
53	Q0	530271	1
54	Q0	290466	1
54	Q0	797324	1
54	Q0	1150617	1
54	Q0	565212	1
54	Q0	551389	1
54	Q0	1082655	1
55	Q0	290466	1
55	Q0	551388	1
55	Q0	551389	1
56	Q0	290466	1
56	Q0	797324	1
56	Q0	565212	1
56	Q0	551389	1
56	Q0	1082655	1
57	Q0	565212	1
57	Q0	159014	1
57	Q0	774471	1
58	Q0	283168	1
58	Q0	565212	1
58	Q0	1191301	1
59	Q0	290466	1
59	Q0	821442	1
59	Q0	280004	1
59	Q0	280005	1
60	Q0	811525	1
60	Q0	205198	1
60	Q0	802841	1
60	Q0	282908	1
60	Q0	275101	1
60	Q0	195935	1
61	Q0	802841	1
61	Q0	282908	1
61	Q0	275101	1
61	Q0	205198	1
62	Q0	158800	1
62	Q0	815769	1
63	Q0	158800	1
63	Q0	546650	1
63	Q0	571299	1
64	Q0	815769	1
64	Q0	803946	1
64	Q0	211875	1
64	Q0	575822	1
65	Q0	803946	1
65	Q0	575822	1
65	Q0	791791	1
65	Q0	574642	1
65	Q0	815769	1
66	Q0	576736	1
67	Q0	209673	1
68	Q0	1063088	1
69	Q0	815787	1
70	Q0	1192973	1
70	Q0	1192974	1
71	Q0	1077812	1
72	Q0	205759	1
73	Q0	563610	1
74	Q0	792942	1
75	Q0	782910	1
76	Q0	179635	1
77	Q0	547467	1
77	Q0	179635	1
77	Q0	546686	1
78	Q0	265139	1
79	Q0	260384	1
79	Q0	565553	1
79	Q0	204153	1
79	Q0	1072937	1
80	Q0	565553	1
80	Q0	1087759	1
81	Q0	812097	1
82	Q0	283748	1
83	Q0	197457	1
83	Q0	804217	1
83	Q0	197458	1
83	Q0	565553	1
84	Q0	774378	1
85	Q0	789214	1
86	Q0	197458	1
87	Q0	272597	1
88	Q0	297995	1
88	Q0	1138004	1
88	Q0	857495	1
89	Q0	1141344	1
89	Q0	1078820	1
90	Q0	627941	1
90	Q0	1186546	1
90	Q0	808408	1
90	Q0	1133275	1
90	Q0	859388	1
92	Q0	941472	1
92	Q0	709695	1
92	Q0	570855	1
93	Q0	1064818	1
93	Q0	1323027	1
93	Q0	626813	1
95	Q0	821317	1
95	Q0	290347	1
95	Q0	234733	1
95	Q0	343759	1
95	Q0	282064	1
95	Q0	233532	1
96	Q0	811789	1
96	Q0	811790	1
96	Q0	1555	1
96	Q0	523733	1
96	Q0	277695	1
97	Q0	817745	1
97	Q0	205415	1
97	Q0	1095287	1
97	Q0	801903	1
98	Q0	281726	1
99	Q0	1081958	1
99	Q0	578603	1
99	Q0	292370	1
99	Q0	796661	1
99	Q0	269502	1
100	Q0	825671	1
100	Q0	292368	1
100	Q0	195857	1
100	Q0	549624	1
100	Q0	181723	1
101	Q0	1061696	1
101	Q0	343802	1
101	Q0	203501	1
103	Q0	161112	1
104	Q0	343802	1
104	Q0	1031245	1
104	Q0	289423	1
105	Q0	286828	1
105	Q0	1133397	1
106	Q0	286828	1
106	Q0	1133397	1
107	Q0	662912	1
107	Q0	574570	1
107	Q0	861835	1
107	Q0	233192	1
108	Q0	574571	1
108	Q0	822604	1
108	Q0	192069	1
108	Q0	2135	1
109	Q0	1033054	1
109	Q0	770573	1
109	Q0	561070	1
110	Q0	276701	1
110	Q0	202501	1
110	Q0	570742	1
111	Q0	202501	1
111	Q0	570742	1
113	Q0	658979	1
113	Q0	826515	1
113	Q0	577305	1
113	Q0	1313754	1
113	Q0	176379	1
114	Q0	211315	1
115	Q0	160426	1
115	Q0	817167	1
116	Q0	919484	1
116	Q0	599787	1
116	Q0	1079332	1
117	Q0	787830	1
118	Q0	42059	1
118	Q0	537726	1
118	Q0	542087	1
119	Q0	42059	1
120	Q0	535070	1
120	Q0	42059	1
120	Q0	782166	1
120	Q0	537726	1
120	Q0	537727	1
121	Q0	537726	1
121	Q0	542087	1
122	Q0	537726	1
123	Q0	537726	1
124	Q0	356109	1
124	Q0	537726	1
125	Q0	1057602	1
125	Q0	597381	1
125	Q0	596106	1
125	Q0	576302	1
125	Q0	424594	1
125	Q0	625397	1
126	Q0	189199	1
127	Q0	1057602	1
127	Q0	192937	1
127	Q0	596106	1
127	Q0	424594	1
127	Q0	625397	1
128	Q0	551998	1
128	Q0	399851	1
128	Q0	515334	1
129	Q0	551998	1
129	Q0	535810	1
129	Q0	896475	1
129	Q0	515334	1
131	Q0	1028117	1
131	Q0	195837	1
132	Q0	596648	1
132	Q0	1057297	1
132	Q0	195837	1
136	Q0	344888	1
136	Q0	402491	1
136	Q0	560387	1
136	Q0	626838	1
139	Q0	801858	1
139	Q0	167348	1
139	Q0	1140783	1
140	Q0	110669	1
140	Q0	893934	1
140	Q0	408337	1
140	Q0	167348	1
140	Q0	643097	1
140	Q0	564158	1
141	Q0	1070098	1
142	Q0	530946	1
142	Q0	37863	1
142	Q0	531052	1
142	Q0	611182	1
142	Q0	559154	1
142	Q0	572031	1
143	Q0	530945	1
143	Q0	577417	1
143	Q0	611182	1
143	Q0	407825	1
143	Q0	808210	1
143	Q0	572031	1
144	Q0	824259	1
144	Q0	801308	1
144	Q0	408622	1
144	Q0	267023	1
145	Q0	824260	1
146	Q0	577417	1
147	Q0	37863	1
148	Q0	277239	1
149	Q0	821856	1
149	Q0	821857	1
149	Q0	279164	1
149	Q0	294733	1
150	Q0	1150571	1
150	Q0	1092272	1
150	Q0	562358	1
150	Q0	1148794	1
150	Q0	194236	1
151	Q0	291842	1
151	Q0	184006	1
151	Q0	552594	1
151	Q0	821334	1
151	Q0	290360	1
152	Q0	1070339	1
152	Q0	552594	1
152	Q0	821334	1
152	Q0	821335	1
152	Q0	290360	1
152	Q0	258491	1
153	Q0	580538	1
153	Q0	1070339	1
154	Q0	774856	1
154	Q0	190786	1
154	Q0	207176	1
154	Q0	1089429	1
155	Q0	209441	1
155	Q0	1150571	1
155	Q0	562358	1
155	Q0	1148794	1
155	Q0	194236	1
156	Q0	804344	1
156	Q0	194236	1
157	Q0	1083715	1
157	Q0	550033	1
157	Q0	1059796	1
157	Q0	570580	1
157	Q0	405078	1
157	Q0	201566	1
158	Q0	550033	1
158	Q0	570581	1
158	Q0	570582	1
158	Q0	158233	1
158	Q0	201566	1
159	Q0	182092	1
159	Q0	1062012	1
159	Q0	201756	1
159	Q0	264780	1
160	Q0	201756	1
162	Q0	883204	1
162	Q0	1284615	1
162	Q0	550033	1
162	Q0	192183	1
162	Q0	279357	1
163	Q0	883204	1
163	Q0	805770	1
163	Q0	182092	1
163	Q0	347054	1
163	Q0	192183	1
163	Q0	279357	1
164	Q0	276960	1
164	Q0	277282	1
164	Q0	1148587	1
164	Q0	1067765	1
165	Q0	902029	1
165	Q0	1079207	1
166	Q0	279393	1
167	Q0	529696	1
167	Q0	643136	1
167	Q0	822211	1
167	Q0	821162	1
167	Q0	123289	1
168	Q0	822211	1
168	Q0	252104	1
168	Q0	643019	1
168	Q0	627600	1
168	Q0	1275615	1
169	Q0	115424	1
169	Q0	265040	1
169	Q0	265041	1
169	Q0	187958	1
169	Q0	109919	1
170	Q0	639533	1
170	Q0	1266117	1
170	Q0	808439	1
171	Q0	793936	1
172	Q0	793936	1
172	Q0	623368	1
172	Q0	301084	1
172	Q0	886183	1
173	Q0	539381	1
174	Q0	46441	1
174	Q0	559218	1
174	Q0	539386	1
174	Q0	539387	1
174	Q0	1157439	1
175	Q0	803298	1
175	Q0	567683	1
175	Q0	46438	1
175	Q0	539387	1
176	Q0	795705	1
176	Q0	803298	1
176	Q0	182242	1
177	Q0	46419	1
177	Q0	46415	1
178	Q0	1081107	1
178	Q0	268619	1
178	Q0	1192507	1
179	Q0	781986	1
179	Q0	355934	1
180	Q0	194595	1
180	Q0	194596	1
180	Q0	275406	1
180	Q0	279116	1
181	Q0	194214	1
181	Q0	283530	1
181	Q0	283531	1
181	Q0	262320	1
181	Q0	1092888	1
182	Q0	194214	1
182	Q0	279116	1
182	Q0	1092888	1
182	Q0	262074	1
182	Q0	793246	1
183	Q0	530449	1
184	Q0	294584	1
184	Q0	262283	1
184	Q0	279116	1
185	Q0	1098360	1
185	Q0	1092888	1
185	Q0	577514	1
185	Q0	194214	1
186	Q0	530886	1
187	Q0	557456	1
187	Q0	1092888	1
187	Q0	194214	1
188	Q0	811435	1
188	Q0	1078645	1
189	Q0	1078644	1
190	Q0	793400	1
190	Q0	179916	1
190	Q0	266152	1
190	Q0	1078644	1
191	Q0	266152	1
192	Q0	266152	1
193	Q0	1078644	1
193	Q0	1078645	1
194	Q0	142657	1
194	Q0	278825	1
194	Q0	1091413	1
194	Q0	1078645	1
195	Q0	1078645	1
196	Q0	174128	1
197	Q0	406443	1
197	Q0	48300	1
198	Q0	785779	1
198	Q0	48300	1
199	Q0	785779	1
199	Q0	48300	1
199	Q0	406443	1
200	Q0	355562	1
201	Q0	161745	1
201	Q0	355562	1
201	Q0	814166	1
201	Q0	522247	1
202	Q0	355562	1
203	Q0	1334051	1
203	Q0	202756	1
203	Q0	235270	1
203	Q0	535146	1
203	Q0	1040301	1
203	Q0	1080849	1
204	Q0	1334051	1
204	Q0	294636	1
204	Q0	1040301	1
206	Q0	1059552	1
206	Q0	836761	1
207	Q0	557907	1
208	Q0	804889	1
208	Q0	557907	1
208	Q0	192491	1
208	Q0	513756	1
209	Q0	202756	1
209	Q0	555454	1
210	Q0	535146	1
211	Q0	353480	1
211	Q0	535146	1
211	Q0	1067029	1
212	Q0	819649	1
213	Q0	1083453	1
214	Q0	790774	1
215	Q0	257837	1
217	Q0	274149	1
217	Q0	802343	1
217	Q0	1148021	1
217	Q0	159318	1
217	Q0	814616	1
218	Q0	293396	1
219	Q0	2201	1
219	Q0	207475	1
219	Q0	827917	1
219	Q0	1065742	1
220	Q0	800180	1
222	Q0	160328	1
222	Q0	266097	1
222	Q0	179859	1
224	Q0	210504	1
224	Q0	614945	1
224	Q0	1070086	1
224	Q0	799431	1
225	Q0	297656	1
226	Q0	1065360	1
227	Q0	770681	1
227	Q0	812802	1
227	Q0	826588	1
227	Q0	290492	1
230	Q0	279201	1
230	Q0	290492	1
230	Q0	826588	1
230	Q0	770681	1
231	Q0	770681	1
231	Q0	826587	1
231	Q0	826588	1
232	Q0	1096233	1
232	Q0	290492	1
232	Q0	770681	1
233	Q0	567840	1
233	Q0	290492	1
233	Q0	826588	1
234	Q0	290492	1
236	Q0	350036	1
236	Q0	1253237	1
236	Q0	16213	1
236	Q0	1342328	1
236	Q0	727548	1
237	Q0	1014848	1
237	Q0	58628	1
237	Q0	794597	1
237	Q0	470539	1
237	Q0	1014541	1
237	Q0	988846	1
238	Q0	545905	1
238	Q0	1318436	1
238	Q0	1247453	1
238	Q0	70062	1
239	Q0	1081340	1
239	Q0	550349	1
240	Q0	1000300	1
240	Q0	457036	1
240	Q0	1253233	1
240	Q0	1097821	1
240	Q0	137790	1
241	Q0	468833	1
241	Q0	160468	1
241	Q0	1097821	1
242	Q0	272375	1
245	Q0	796366	1
246	Q0	291144	1
247	Q0	177550	1
248	Q0	550730	1
249	Q0	182051	1
250	Q0	291008	1
250	Q0	278793	1
250	Q0	266168	1
251	Q0	1065280	1
252	Q0	577418	1
252	Q0	182959	1
253	Q0	922841	1
253	Q0	1066733	1
253	Q0	206214	1
253	Q0	661079	1
254	Q0	201072	1
255	Q0	279898	1
255	Q0	1065030	1
256	Q0	804904	1
256	Q0	1066734	1
256	Q0	1066735	1
258	Q0	1064866	1
258	Q0	1066733	1
259	Q0	859017	1
259	Q0	407851	1
259	Q0	881774	1
259	Q0	818520	1
259	Q0	297535	1
260	Q0	859017	1
260	Q0	297535	1
261	Q0	407851	1
261	Q0	297535	1
261	Q0	569847	1
262	Q0	859017	1
262	Q0	868945	1
262	Q0	1041922	1
263	Q0	1133785	1
263	Q0	1060803	1
263	Q0	182127	1
264	Q0	887999	1
264	Q0	551845	1
264	Q0	1082669	1
264	Q0	194527	1
264	Q0	884063	1
265	Q0	1096915	1
266	Q0	118913	1
266	Q0	1041922	1
266	Q0	201255	1
266	Q0	1133528	1
266	Q0	885149	1
267	Q0	433230	1
267	Q0	821206	1
268	Q0	290243	1
269	Q0	577356	1
269	Q0	1210437	1
269	Q0	64727	1
270	Q0	347528	1
270	Q0	649749	1
271	Q0	347528	1
272	Q0	410112	1
272	Q0	794097	1
272	Q0	923307	1
273	Q0	794097	1
274	Q0	555112	1
274	Q0	1196145	1
276	Q0	405939	1
277	Q0	193275	1
277	Q0	191518	1
278	Q0	793271	1
278	Q0	48260	1
278	Q0	257983	1
279	Q0	804998	1
279	Q0	793271	1
279	Q0	279378	1
279	Q0	257778	1
279	Q0	1149207	1
279	Q0	1149208	1
280	Q0	295951	1
281	Q0	558399	1
282	Q0	181798	1
282	Q0	562403	1
282	Q0	809461	1
282	Q0	277742	1
283	Q0	204421	1
283	Q0	572543	1
284	Q0	574600	1
284	Q0	562403	1
284	Q0	572543	1
285	Q0	277742	1
286	Q0	1077313	1
286	Q0	264834	1
286	Q0	826691	1
286	Q0	277742	1
287	Q0	819222	1
288	Q0	288267	1
289	Q0	202325	1
290	Q0	202325	1
291	Q0	819223	1
292	Q0	819223	1
293	Q0	819223	1
294	Q0	813165	1
294	Q0	298222	1
295	Q0	204864	1
295	Q0	813165	1
295	Q0	298222	1
295	Q0	204863	1
296	Q0	204864	1
296	Q0	813165	1
296	Q0	1150598	1
296	Q0	204863	1
297	Q0	204864	1
297	Q0	813165	1
297	Q0	1150598	1
297	Q0	204863	1
298	Q0	1150598	1
299	Q0	283144	1
300	Q0	1065818	1
300	Q0	565116	1
300	Q0	1150598	1
301	Q0	204864	1
301	Q0	288080	1
305	Q0	1090321	1
306	Q0	544481	1
306	Q0	37714	1
306	Q0	556588	1
306	Q0	1090321	1
307	Q0	803457	1
307	Q0	158215	1
307	Q0	829172	1
307	Q0	822133	1
307	Q0	557144	1
308	Q0	1087112	1
309	Q0	1091681	1
310	Q0	803457	1
310	Q0	158215	1
311	Q0	803457	1
312	Q0	191808	1
312	Q0	825286	1
312	Q0	282387	1
312	Q0	559927	1
312	Q0	1095006	1
313	Q0	282387	1
313	Q0	825286	1
313	Q0	1095006	1
313	Q0	559927	1
314	Q0	191808	1
314	Q0	559927	1
315	Q0	282387	1
316	Q0	262933	1
316	Q0	790189	1
317	Q0	114728	1
317	Q0	1196684	1
317	Q0	262934	1
318	Q0	208472	1
319	Q0	208472	1
320	Q0	206004	1
321	Q0	359503	1
322	Q0	787978	1
322	Q0	1172299	1
322	Q0	241105	1
322	Q0	778873	1
322	Q0	359516	1
322	Q0	780605	1
323	Q0	1172299	1
323	Q0	1059462	1
324	Q0	579952	1
325	Q0	193993	1
326	Q0	178954	1
327	Q0	459082	1
327	Q0	200819	1
328	Q0	1190397	1
328	Q0	541102	1
329	Q0	187371	1
329	Q0	540948	1
329	Q0	547918	1
330	Q0	1175618	1
330	Q0	567019	1
330	Q0	848391	1
331	Q0	541400	1
331	Q0	297740	1
332	Q0	773243	1
332	Q0	561844	1
332	Q0	1146606	1
333	Q0	819243	1
333	Q0	570571	1
333	Q0	1075615	1
334	Q0	550975	1
335	Q0	814216	1
336	Q0	572041	1
336	Q0	809063	1
336	Q0	348859	1
336	Q0	546191	1
338	Q0	348512	1
338	Q0	809063	1
338	Q0	197488	1
338	Q0	774483	1
338	Q0	1148309	1
339	Q0	1150693	1
339	Q0	37997	1
339	Q0	356564	1
339	Q0	273044	1
339	Q0	1092542	1
340	Q0	273044	1
340	Q0	559213	1
340	Q0	809063	1
341	Q0	530690	1
341	Q0	1077196	1
341	Q0	159052	1
341	Q0	576941	1
341	Q0	37562	1
344	Q0	774848	1
344	Q0	1042196	1
344	Q0	278197	1
344	Q0	262902	1
345	Q0	937552	1
345	Q0	263290	1
345	Q0	278197	1
345	Q0	515095	1
346	Q0	514886	1
346	Q0	275756	1
346	Q0	1057170	1
346	Q0	37845	1
346	Q0	262231	1
347	Q0	349170	1
348	Q0	174434	1
349	Q0	774464	1
349	Q0	1063207	1
349	Q0	1148372	1
349	Q0	821974	1
349	Q0	815863	1
349	Q0	774942	1
350	Q0	570530	1
350	Q0	514886	1
350	Q0	274128	1
350	Q0	1057170	1
350	Q0	202300	1
351	Q0	787936	1
351	Q0	1059794	1
352	Q0	1071523	1
352	Q0	1071525	1
352	Q0	581323	1
352	Q0	1071971	1
353	Q0	1071971	1
354	Q0	787936	1
354	Q0	1059794	1
354	Q0	823662	1
354	Q0	569816	1
355	Q0	569816	1
355	Q0	1059794	1
355	Q0	787936	1
356	Q0	569816	1
356	Q0	1059794	1
356	Q0	182451	1
356	Q0	783404	1
357	Q0	783389	1
358	Q0	182451	1
358	Q0	584964	1
359	Q0	1080507	1
359	Q0	180071	1
360	Q0	273379	1
360	Q0	1080507	1
361	Q0	1081537	1
362	Q0	1190538	1
363	Q0	825192	1
363	Q0	1043418	1
363	Q0	396540	1
363	Q0	89207	1
364	Q0	825192	1
364	Q0	1193546	1
365	Q0	189993	1
366	Q0	817648	1
366	Q0	189993	1
366	Q0	189992	1
366	Q0	569030	1
367	Q0	207005	1
368	Q0	292888	1
368	Q0	381763	1
368	Q0	446864	1
368	Q0	191823	1
369	Q0	1095634	1
369	Q0	1033155	1
369	Q0	47735	1
370	Q0	559589	1
370	Q0	806574	1
370	Q0	47735	1
371	Q0	559589	1
371	Q0	806574	1
371	Q0	47735	1
372	Q0	1033155	1
373	Q0	196885	1
374	Q0	781481	1
374	Q0	196885	1
375	Q0	262240	1
375	Q0	543619	1
375	Q0	176067	1
375	Q0	175897	1
375	Q0	348765	1
376	Q0	578049	1
376	Q0	514022	1
378	Q0	560602	1
378	Q0	817426	1
378	Q0	774883	1
378	Q0	191172	1
379	Q0	291552	1
379	Q0	573729	1
379	Q0	350085	1
379	Q0	828473	1
379	Q0	1060953	1
379	Q0	291551	1
380	Q0	1060953	1
380	Q0	573729	1
380	Q0	278940	1
380	Q0	291551	1
381	Q0	803525	1
382	Q0	532036	1
382	Q0	188361	1
382	Q0	1078731	1
382	Q0	266255	1
382	Q0	776283	1
382	Q0	560156	1
383	Q0	614965	1
383	Q0	58734	1
383	Q0	205807	1
384	Q0	190544	1
384	Q0	1175697	1
384	Q0	1175601	1
385	Q0	614965	1
385	Q0	560997	1
386	Q0	787669	1
388	Q0	792356	1
388	Q0	795944	1
388	Q0	178858	1
388	Q0	1032971	1
388	Q0	568537	1
388	Q0	295613	1
389	Q0	792356	1
389	Q0	178858	1
389	Q0	1068046	1
389	Q0	568537	1
389	Q0	295613	1
390	Q0	557082	1
391	Q0	568821	1
391	Q0	801877	1
392	Q0	562305	1
392	Q0	791813	1
392	Q0	570503	1
393	Q0	1066048	1
393	Q0	553261	1
393	Q0	575822	1
393	Q0	791791	1
393	Q0	824565	1
394	Q0	194340	1
394	Q0	1065030	1
394	Q0	1066732	1
394	Q0	206767	1
394	Q0	1060499	1
394	Q0	190872	1
395	Q0	1066073	1
395	Q0	546097	1
395	Q0	1083970	1
395	Q0	824583	1
396	Q0	188857	1
396	Q0	1062963	1
396	Q0	826595	1
396	Q0	293607	1
397	Q0	553261	1
397	Q0	824583	1
398	Q0	988941	1
398	Q0	938658	1
398	Q0	799931	1
398	Q0	194725	1
399	Q0	809034	1
400	Q0	1125121	1
400	Q0	578977	1
400	Q0	390127	1
400	Q0	693491	1
400	Q0	1094846	1
401	Q0	781056	1
401	Q0	1121546	1
401	Q0	548305	1
401	Q0	134327	1
401	Q0	45016	1
401	Q0	576223	1
402	Q0	1190136	1
402	Q0	944866	1
402	Q0	684536	1
402	Q0	24846	1
402	Q0	574456	1
402	Q0	550939	1
403	Q0	289666	1
403	Q0	1058565	1
403	Q0	26252	1
403	Q0	946869	1
403	Q0	26263	1
405	Q0	803271	1
406	Q0	1339635	1
406	Q0	778515	1
406	Q0	148248	1
406	Q0	352509	1
406	Q0	809215	1
407	Q0	564423	1
407	Q0	1164430	1
407	Q0	43857	1
407	Q0	291605	1
407	Q0	202367	1
408	Q0	800307	1
408	Q0	570716	1
408	Q0	536871	1
408	Q0	287999	1
409	Q0	827734	1
410	Q0	536872	1
410	Q0	902129	1
410	Q0	827734	1
410	Q0	781279	1
411	Q0	288000	1
411	Q0	819376	1
411	Q0	778515	1
411	Q0	352509	1
411	Q0	159550	1
412	Q0	819376	1
413	Q0	819379	1
413	Q0	827735	1
414	Q0	191660	1
415	Q0	1665	1
415	Q0	236229	1
415	Q0	1099446	1
415	Q0	1095319	1
415	Q0	437977	1
416	Q0	279498	1
416	Q0	269475	1
417	Q0	279498	1
417	Q0	547828	1
417	Q0	584031	1
419	Q0	201168	1
419	Q0	569369	1
420	Q0	201168	1
420	Q0	569369	1
421	Q0	927681	1
421	Q0	236201	1
421	Q0	580076	1
422	Q0	572844	1
422	Q0	193299	1
422	Q0	211381	1
422	Q0	275293	1
422	Q0	275294	1
423	Q0	772833	1
423	Q0	1063911	1
423	Q0	124075	1
423	Q0	826032	1
423	Q0	826033	1
424	Q0	38715	1
424	Q0	776015	1
425	Q0	298049	1
425	Q0	1156250	1
426	Q0	1156250	1
427	Q0	772833	1
427	Q0	212272	1
427	Q0	1097525	1
427	Q0	1156250	1
427	Q0	230973	1
428	Q0	577947	1
429	Q0	212272	1
429	Q0	233506	1
430	Q0	772833	1
430	Q0	663268	1
430	Q0	124075	1
430	Q0	277590	1
430	Q0	230973	1
431	Q0	772833	1
431	Q0	1144943	1
431	Q0	1063911	1
432	Q0	1157179	1
432	Q0	157933	1
433	Q0	1157179	1
433	Q0	783628	1
434	Q0	805878	1
435	Q0	157934	1
435	Q0	199759	1
436	Q0	407399	1
436	Q0	199759	1
437	Q0	157934	1
438	Q0	406676	1
439	Q0	572905	1
439	Q0	572906	1
439	Q0	783628	1
439	Q0	805878	1
440	Q0	1081816	1
441	Q0	1136746	1
441	Q0	549366	1
441	Q0	816487	1
442	Q0	1136746	1
442	Q0	549366	1
442	Q0	816487	1
443	Q0	549366	1
444	Q0	1081816	1
444	Q0	1326371	1
444	Q0	196758	1
445	Q0	550977	1
445	Q0	711397	1
446	Q0	807822	1
447	Q0	807822	1
449	Q0	796165	1
450	Q0	830322	1
450	Q0	1091005	1
450	Q0	822173	1
450	Q0	1124023	1
451	Q0	272571	1
453	Q0	299233	1
453	Q0	1071655	1
453	Q0	299247	1
453	Q0	197299	1
453	Q0	213433	1
453	Q0	1071678	1
454	Q0	1070095	1
456	Q0	276621	1
456	Q0	177589	1
457	Q0	204000	1
457	Q0	642897	1
457	Q0	558652	1
458	Q0	1063852	1
459	Q0	158280	1
459	Q0	1076233	1
459	Q0	545396	1
459	Q0	545397	1
460	Q0	1298242	1
460	Q0	1142468	1
460	Q0	235397	1
460	Q0	890098	1
460	Q0	341560	1
460	Q0	573727	1
461	Q0	552722	1
461	Q0	1323470	1
462	Q0	403810	1
462	Q0	158280	1
462	Q0	300936	1
462	Q0	143411	1
462	Q0	403799	1
462	Q0	861178	1
463	Q0	272796	1
463	Q0	1063852	1
463	Q0	276327	1
464	Q0	175889	1
464	Q0	1180122	1
464	Q0	530877	1
464	Q0	838937	1
465	Q0	802084	1
466	Q0	802084	1
466	Q0	540119	1
467	Q0	1085510	1
467	Q0	530564	1
467	Q0	290149	1
467	Q0	802084	1
468	Q0	222612	1
468	Q0	1148308	1
469	Q0	1158178	1
469	Q0	185228	1
470	Q0	421127	1
470	Q0	1148264	1
470	Q0	37558	1
470	Q0	325590	1
470	Q0	774939	1
470	Q0	262141	1
471	Q0	1148274	1
471	Q0	37571	1
471	Q0	573786	1
472	Q0	1161473	1
472	Q0	794020	1
472	Q0	236201	1
472	Q0	298803	1
472	Q0	181051	1
473	Q0	1161473	1
473	Q0	796836	1
473	Q0	275294	1
474	Q0	543000	1
474	Q0	513795	1
474	Q0	531917	1
474	Q0	1210671	1
475	Q0	513795	1
475	Q0	772681	1
475	Q0	157901	1
475	Q0	82039	1
475	Q0	350235	1
475	Q0	503965	1
476	Q0	773	1
